timestep,avg_reward,avg_length,success_rate
89000,80.71591,239.36,10.0
90000,81.3699,239.36,10.0
91000,81.16791,239.36,10.0
92000,80.17591,239.36,10.0
93000,84.50289,238.25,11.0
94000,84.816925,238.25,11.0
95000,81.808914,238.65,9.0
96000,80.140915,238.65,9.0
97000,84.17192,236.96,11.0
98000,88.86091,232.53,14.000000000000002
99000,85.09292,234.11,13.0
100000,87.79291,232.87,14.000000000000002
101000,85.44692,232.87,14.000000000000002
102000,82.24993,234.6,13.0
103000,81.84894,234.79,13.0
104000,82.17194,231.8,14.000000000000002
105000,82.28895,231.31,14.000000000000002
106000,78.89496,231.31,14.000000000000002
107000,81.78795,229.42,16.0
108000,79.29996,230.72,15.0
109000,84.38994,227.48,17.0
110000,86.27095,226.07,18.0
111000,85.988945,226.07,18.0
112000,87.413956,224.82,19.0
113000,92.033936,222.18,21.0
114000,97.35495,219.57,23.0
115000,97.18295,220.41,23.0
116000,97.741936,220.26,24.0
117000,99.74494,219.33,25.0
118000,101.993935,217.34,26.0
119000,100.00893,218.23,25.0
120000,97.58392,221.32,23.0
121000,95.319916,222.66,22.0
122000,96.64791,223.08,22.0
123000,99.20592,221.44,23.0
124000,100.4059,220.58,24.0
125000,99.5029,219.83,24.0
126000,96.8229,221.75,23.0
127000,95.8309,223.55,22.0
128000,98.431885,222.72,23.0
129000,98.01988,222.24,22.0
130000,99.07788,222.24,22.0
131000,96.69587,223.8,21.0
132000,94.20987,226.4,20.0
133000,93.477875,226.4,20.0
134000,93.25987,226.4,20.0
135000,92.80486,227.97,19.0
136000,94.00987,229.18,19.0
137000,92.52286,229.71,18.0
138000,88.727875,229.98,17.0
139000,87.91487,230.13,16.0
140000,85.17986,231.06,15.0
141000,82.98487,233.05,14.000000000000002
142000,83.15988,233.74,14.000000000000002
143000,84.90189,231.98,15.0
144000,88.05989,230.12,16.0
145000,85.6259,230.94,15.0
146000,88.589905,231.12,16.0
147000,86.399895,231.98,15.0
148000,93.64889,230.99,17.0
149000,96.98088,230.25,18.0
150000,93.11189,231.76,17.0
151000,89.49289,233.27,16.0
152000,86.54788,234.96,15.0
153000,90.58689,232.15,17.0
154000,92.008896,231.17,18.0
155000,87.4719,232.96,16.0
156000,95.69989,229.14,19.0
157000,94.25391,229.14,19.0
158000,92.44291,229.25,19.0
159000,87.72893,229.27,18.0
160000,88.01291,231.31,18.0
161000,89.16689,230.29,19.0
162000,93.61791,228.98,21.0
163000,97.51289,225.43,23.0
164000,104.7419,220.12,26.0
165000,102.382904,221.29,26.0
166000,101.52688,221.33,26.0
167000,103.10788,219.14,27.0
168000,102.296875,218.49,27.0
169000,105.98086,215.67,28.999999999999996
170000,108.069885,214.06,30.0
171000,108.97788,213.82,30.0
172000,113.07587,212.94,31.0
173000,112.10187,212.96,31.0
174000,112.95888,213.19,31.0
175000,107.661865,215.66,28.999999999999996
176000,107.07787,215.66,28.999999999999996
177000,107.80186,215.84,28.999999999999996
178000,103.68887,216.55,28.000000000000004
179000,104.43087,215.97,28.000000000000004
180000,104.006874,215.97,28.000000000000004
181000,106.93388,214.04,28.999999999999996
182000,104.249886,215.06,28.000000000000004
183000,105.96289,215.55,28.000000000000004
184000,101.829895,217.54,26.0
185000,103.86489,218.53,26.0
186000,101.59588,218.78,25.0
187000,100.39988,220.64,24.0
188000,100.46487,222.75,24.0
189000,103.12587,222.6,25.0
190000,105.87288,221.53,26.0
191000,103.40089,222.61,25.0
192000,104.62689,221.97,25.0
193000,103.69189,222.32,25.0
194000,107.703896,220.88,27.0
195000,107.67089,219.49,27.0
196000,109.95488,218.51,28.000000000000004
197000,118.625885,212.86,32.0
198000,115.44389,214.34,31.0
199000,121.405876,212.34,33.0
200000,123.90089,211.01,34.0
201000,130.21988,209.02,36.0
202000,131.70287,207.31,36.0
203000,134.82889,205.67,37.0
204000,134.9589,203.99,38.0
205000,135.4389,203.89,38.0
206000,140.31688,201.67,40.0
207000,144.91187,198.58,42.0
208000,145.69888,198.39,41.0
209000,146.7629,194.69,42.0
210000,139.68588,196.98,40.0
211000,135.07388,199.02,38.0
212000,135.00287,199.53,38.0
213000,132.88388,200.3,37.0
214000,126.698875,202.59,35.0
215000,125.22488,203.37,34.0
216000,123.63089,207.01,33.0
217000,119.22589,208.3,32.0
218000,115.81286,211.31,30.0
219000,121.93984,208.72,32.0
220000,121.65585,210.38,31.0
221000,120.34184,212.6,30.0
222000,120.686844,211.09,30.0
223000,120.25883,211.09,30.0
224000,114.64585,213.42,28.999999999999996
225000,112.799835,216.44,27.0
226000,115.82683,214.81,28.000000000000004
227000,114.792854,212.19,28.999999999999996
228000,112.35484,213.67,28.000000000000004
229000,110.413826,216.32,27.0
230000,110.063835,216.14,27.0
231000,118.76182,211.48,30.0
232000,120.66783,211.16,31.0
233000,118.91782,212.28,30.0
234000,117.729836,211.54,30.0
235000,120.94081,210.35,31.0
236000,125.87979,207.9,33.0
237000,124.599815,207.1,32.0
238000,126.51581,207.1,32.0
239000,129.16483,207.11,33.0
240000,126.937805,207.74,32.0
241000,123.9578,208.08,31.0
242000,123.444824,206.99,31.0
243000,120.74082,208.97,30.0
244000,124.57983,208.08,32.0
245000,128.60382,206.42,33.0
246000,126.49982,206.02,33.0
247000,124.93383,207.42,32.0
248000,121.49083,208.75,31.0
249000,123.326836,209.85,32.0
250000,121.38585,209.58,32.0
251000,116.071846,212.76,30.0
252000,115.06885,213.81,28.999999999999996
253000,121.44786,211.1,31.0
254000,120.14487,211.39,31.0
255000,126.66986,209.26,33.0
256000,132.32986,207.1,35.0
257000,135.70987,205.06,36.0
258000,140.50986,201.38,38.0
259000,137.99388,201.22,37.0
260000,139.5429,201.69,37.0
261000,142.69788,200.16,38.0
262000,142.47089,200.11,38.0
263000,142.07889,199.73,38.0
264000,146.06587,197.12,39.0
265000,144.67088,199.19,38.0
266000,151.33788,198.44,40.0
267000,156.71385,195.22,42.0
268000,156.08188,193.54,42.0
269000,155.71988,193.7,41.0
270000,161.31789,190.26,43.0
271000,162.20786,189.44,44.0
272000,160.65385,192.28,43.0
273000,159.80084,192.15,43.0
274000,157.88686,193.75,42.0
275000,156.56885,195.67,41.0
276000,155.71486,195.73,41.0
277000,151.86285,199.01,40.0
278000,150.14185,200.22,40.0
279000,153.07086,198.51,42.0
280000,156.38284,197.11,44.0
281000,157.15582,195.98,45.0
282000,155.46683,196.95,45.0
283000,158.23982,197.16,46.0
284000,164.23784,192.66,49.0
285000,165.09384,192.4,50.0
286000,165.29181,191.72,50.0
287000,167.57883,192.07,50.0
